id,brand,name,city,gu,address,gasoline,diesel,self,car_wash,charging_station,car_maintenance,convenience_store,24_hours,lat,lng
330,현대오일뱅크,형산석유(주)원주유소,서울,양천구,서울 양천구 남부순환로 408,1647,1605,0,1,0,1,0,0,37.53113889999999,126.83098180000000
331,SK에너지,개나리Self주유소,서울,양천구,서울 양천구 남부순환로 442 (신월동),1647,1605,1,1,0,1,0,0,37.52828250000000,126.83294760000000
332,GS칼텍스,지에스이앤알 직영 서울주유소,서울,양천구,서울 양천구 신정로 236 (신정동),1675,1665,1,1,0,0,0,0,37.51056100000000,126.84769710000000
333,SK에너지,삼미상사(주)신월IC셀프주유소,서울,양천구,서울 양천구 중앙로 331 (신월동),1684,1634,1,0,0,1,0,0,37.52550160000000,126.84979560000000
334,현대오일뱅크,신정동주유소,서울,양천구,서울 양천구 안양천로 663 (신정동),1695,1635,1,1,0,0,1,0,37.50655370000000,126.87115420000000
335,현대오일뱅크,현대오일뱅크(주)직영 양천셀프주유소,서울,양천구,서울 양천구 목동로 17,1695,1655,1,1,0,0,0,0,37.51066750000000,126.87103520000000
336,SK에너지,SK에너지(주) 신평,서울,양천구,서울 양천구 목동남로 62,1697,1634,0,1,0,1,0,0,37.50938420000000,126.86621700000000
337,현대오일뱅크,HD현대오일뱅크㈜직영 남부순환셀프주유소,서울,양천구,서울 양천구 남부순환로 553 (신월동),1699,1629,1,1,0,0,1,1,37.51949210000000,126.83880270000000
338,SK에너지,SK에너지(주) 경인주유소,서울,양천구,서울 양천구 국회대로 170 (신정동),1699,1629,1,1,0,0,0,0,37.52815540000000,126.85382350000000
339,현대오일뱅크,현대오일뱅크(주)직영 양천현대셀프주유소,서울,양천구,서울 양천구 안양천로 1179 (목동),1699,1645,1,1,1,1,1,1,37.54597780000000,126.88135410000000
340,SK에너지,목동주유소,서울,양천구,서울 양천구 목동중앙로 125 (목동),1699,1645,1,1,0,0,0,0,37.53961590000000,126.87457550000000
341,현대오일뱅크,현대오일뱅크㈜직영 목동셀프주유소,서울,양천구,서울 양천구 공항대로 648 (목동),1699,1645,1,0,0,0,0,0,37.54636030000000,126.86392410000000
342,현대오일뱅크,현대오일뱅크(주)직영 양정주유소,서울,양천구,서울 양천구 국회대로 158 (신정동),1699,1629,0,0,0,0,0,0,37.52805880000000,126.85257710000000
343,GS칼텍스,지에스칼텍스㈜ 건지주유소,서울,양천구,서울 양천구 안양천로 1171 (목동),1699,1645,1,1,0,0,0,0,37.54532430000000,126.88211120000000
344,GS칼텍스,(주)삼표에너지 목동주유소,서울,양천구,서울 양천구 목동서로 129 (목동),1699,1645,1,1,0,0,0,0,37.53216510000000,126.87551880000000
345,현대오일뱅크,(주)서부트럭터미날,서울,양천구,서울 양천구 신정로 167 (신정동),1729,1679,0,1,0,0,0,1,37.50948720000000,126.83924080000000
346,현대오일뱅크,현대오일뱅크(주)직영 신목동셀프주유소,서울,양천구,서울 양천구 목동동로10길 13,1749,1691,1,1,0,1,0,0,37.51957880000000,126.87107390000000
347,SK에너지,신양주유소,서울,양천구,서울 양천구 지양로 67,1869,1784,0,1,0,0,0,0,37.52152460000000,126.83384250000000
348,현대오일뱅크,(주)강서오일,서울,영등포구,서울 영등포구 도신로 151,1631,1572,1,0,0,0,0,1,37.51002190000000,126.90823800000000
349,SK에너지,남서울고속주유소,서울,영등포구,서울 영등포구 가마산로 367 (대림동),1632,1573,1,1,0,0,0,1,37.50160280000000,126.89886620000000
350,SK에너지,행촌주유소,서울,영등포구,서울 영등포구 도신로 130 (신길동),1633,1574,1,1,0,0,1,1,37.50861610000000,126.90623650000000
351,현대오일뱅크,영등포현대셀프주유소,서울,영등포구,서울 영등포구 경인로 822 (영등포동),1634,1575,1,0,0,0,1,0,37.51533980000000,126.90449050000000
352,현대오일뱅크,영등포제일셀프주유소,서울,영등포구,서울 영등포구 가마산로 379,1634,1575,1,1,0,1,0,0,37.50234760000000,126.89950310000000
353,현대오일뱅크,(주)MS에너지,서울,영등포구,서울 영등포구 대림로 230,1634,1575,0,1,0,0,0,0,37.50133670000000,126.89743580000000
354,알뜰주유소,도림주유소,서울,영등포구,서울 영등포구 도림로 343 (도림동),1634,1575,1,0,0,1,0,0,37.50776070000000,126.90023610000000
355,S-OIL,성락주유소,서울,영등포구,서울 영등포구 가마산로 414 (신길동),1634,1575,1,1,0,0,0,0,37.50382500000000,126.90286900000000
356,SK에너지,한경석유(주)경덕주유소,서울,영등포구,서울 영등포구 여의대방로23길 2 (신길동),1635,1575,1,1,0,0,0,0,37.51769680000000,126.91699740000000
357,GS칼텍스,(주)대청에너지 대청주유소,서울,영등포구,서울 영등포구 가마산로 328 (대림동),1636,1575,1,1,0,1,0,1,37.49854720000000,126.89575900000000
358,GS칼텍스,지에스칼텍스㈜ 신길주유소,서울,영등포구,서울 영등포구 신길로 74 (신길동),1657,1615,1,1,0,0,0,1,37.49905170000000,126.90873280000000
359,S-OIL,씨앤에스유통 한성주유소,서울,영등포구,서울 영등포구 여의대방로 227,1685,1655,0,0,0,0,0,0,37.50720110000000,126.92290400000000
360,현대오일뱅크,매봉주유소,서울,영등포구,서울 영등포구 도신로 248 (신길동),1685,1645,1,1,0,1,0,0,37.51308849999999,126.91833450000000
361,SK에너지,SK에너지(주) 양평주유소,서울,영등포구,서울 영등포구 선유로 195 (양평동3가),1689,1664,1,1,0,0,0,1,37.52903560000000,126.89104760000000
362,GS칼텍스,(주)한미석유 제2한강주유소,서울,영등포구,서울 영등포구 선유로 260 (양평동4가),1689,1664,1,1,0,0,0,0,37.53753520000000,126.89701040000000
363,SK에너지,SK에너지(주) 신길동주유소,서울,영등포구,서울 영등포구 영등포로 348 (신길동),1690,1655,0,1,0,0,0,0,37.51532150000000,126.91701120000000
364,SK에너지,SK에너지(주) 기린주유소,서울,영등포구,서울 영등포구 선유로 270,1699,1674,1,1,0,0,1,1,37.53604370000000,126.89926800000000
365,S-OIL,선유도주유소,서울,영등포구,서울 영등포구 양평로 141 (양평동5가),1699,1679,1,1,0,0,0,0,37.53936630000000,126.89264490000000
366,GS칼텍스,㈜지에스이앤알 모드니주유소,서울,영등포구,서울 영등포구 경인로 789,1705,1665,0,1,0,0,0,0,37.51464550000000,126.90075960000000
367,GS칼텍스,(주)지에스이앤알 보라주유소,서울,영등포구,서울 영등포구 영등포로 399 (신길동),1705,1665,0,1,0,0,0,0,37.51353590000000,126.92273570000000
368,현대오일뱅크,HD현대오일뱅크㈜직영 대일셀프주유소,서울,영등포구,서울 영등포구 영등포로 168,1728,1664,1,0,0,0,0,0,37.52049179999999,126.90006190000000
369,GS칼텍스,지에스칼텍스㈜ 화일주유소,서울,영등포구,서울 영등포구 도림로 415,1734,1659,1,0,0,0,0,0,37.51325080000000,126.89649010000000
370,GS칼텍스,성원이앤에스(주)영등포지점,서울,영등포구,서울 영등포구 국회대로52길 9-13 (영등포동7가),2067,1965,0,0,0,0,0,0,37.52487440000000,126.90676230000000
371,SK에너지,버드나룻길주유소,서울,영등포구,서울 영등포구 버드나루로 111 (당산동),2155,2050,0,1,0,0,0,0,37.52801770000000,126.90787080000000
372,현대오일뱅크,국회대로주유소,서울,영등포구,서울 영등포구 국회대로 746 (여의도동),2157,2056,0,1,0,0,0,0,37.52799359999999,126.91604100000000
373,SK에너지,SK KH에너지 여의도주유소,서울,영등포구,서울 영등포구 국회대로 794 (여의도동),2195,2189,0,1,0,0,0,0,37.53079440000000,126.92039010000000
374,GS칼텍스,SJ오일(주) 여의도주유소,서울,영등포구,서울 영등포구 은행로 64,2295,2395,0,1,1,0,1,1,37.53037990000001,126.92557820000000
375,현대오일뱅크,HD현대오일뱅크㈜직영 한남동주유소,서울,용산구,서울 용산구 한남대로 204 (한남동),1899,1859,0,1,0,1,0,0,37.54596950000000,127.00287490000000
376,SK에너지,(주)신태성주유소,서울,용산구,서울 용산구 원효로 147 (원효로3가),2115,2059,0,1,0,0,0,0,37.53372680000000,126.95612840000000
377,현대오일뱅크,HD현대오일뱅크㈜직영 갈월동주유소,서울,용산구,서울특별시 용산구 한강대로 322 (남영동),2150,2002,0,1,0,1,0,0,37.54703750000000,126.97223570000000
378,SK에너지,동자동주유소,서울,용산구,서울 용산구 한강대로104길 6 (동자동),2150,2002,0,1,0,0,0,0,37.55279360000000,126.97479680000000
379,GS칼텍스,(주)영원 풍기주유소,서울,용산구,서울 용산구 원효로 178 (원효로2가),2150,2040,0,0,0,0,1,0,37.53561710000000,126.96270020000000
380,현대오일뱅크,HD현대오일뱅크(주)직영 소월길주유소,서울,용산구,서울 용산구 소월로 66 (후암동),2154,2011,0,1,0,0,0,0,37.55058450000000,126.97699580000000
381,현대오일뱅크,HD현대오일뱅크㈜직영 강변현대주유소,서울,용산구,서울 용산구 원효로 9 (청암동),2154,2081,0,1,0,1,0,0,37.53449570000001,126.94666340000000
382,SK에너지,(주)남경주유소,서울,용산구,서울 용산구 녹사평대로11길 24,2199,2146,0,1,0,1,0,1,37.52263300000000,126.99312660000000
383,SK에너지,한석주유소,서울,용산구,서울 용산구 이촌로 164,2315,2284,0,1,0,0,0,1,37.52139010000000,126.96555700000000
384,SK에너지,에너비스,서울,용산구,서울 용산구 한남대로 82 (한남동),2317,2217,0,1,0,0,0,0,37.53604120000000,127.00612760000000
385,SK에너지,한남지점,서울,용산구,서울 용산구 한남대로21길 4 (한남동),2317,2217,0,0,0,0,0,0,37.53473270000000,127.00609480000000
386,GS칼텍스,서계주유소,서울,용산구,서울 용산구 청파로 367 (청파동),2697,2743,0,1,0,0,0,0,37.55232860000000,126.96894620000000
387,현대오일뱅크,(주)디오티디 은평유니콘주유소,서울,은평구,서울 은평구 통일로 1151 (진관동),1604,1544,0,1,0,0,0,0,37.64322640000000,126.92000740000000
388,현대오일뱅크,(주)명연에너지 수색훼미리주유소,서울,은평구,서울 은평구 수색로 236 (수색동),1645,1605,1,1,0,0,0,0,37.58109370000000,126.89770680000000
389,SK에너지,타이거주유소,서울,은평구,서울 은평구 수색로 188 (증산동),1649,1604,1,1,0,0,0,0,37.58514780000000,126.90415210000000
390,GS칼텍스,지에스칼텍스(주)수색뉴타운주유소,서울,은평구,서울 은평구 수색로 350 (수색동),1669,1629,1,1,0,0,0,0,37.58717080000000,126.88753930000000
391,현대오일뱅크,불광주유소,서울,은평구,서울 은평구 연서로 314 (불광동),1678,1628,1,1,0,0,0,0,37.62039730000000,126.92376840000000
392,현대오일뱅크,응암주유소,서울,은평구,서울 은평구 응암로 163,1684,1674,1,0,0,0,0,0,37.58674820000000,126.91594640000000
393,S-OIL,㈜오일닷컴 다회주유소,서울,은평구,서울 은평구 증산로 441,1684,1649,1,0,0,0,0,0,37.59563890000000,126.91449670000000
394,GS칼텍스,대성산업㈜ 대성주유소,서울,은평구,서울 은평구 통일로 642,1688,1638,1,1,0,0,0,1,37.60406510000000,126.93525580000000
395,GS칼텍스,지에스칼텍스㈜ 신사제일주유소,서울,은평구,서울 은평구 증산로 423 (신사동),1694,1659,1,1,0,0,0,1,37.59561300000000,126.90720330000000
396,GS칼텍스,지에스칼텍스㈜ 서부주유소,서울,은평구,서울 은평구 응암로 210 (응암동),1694,1669,1,1,0,1,0,0,37.59079180000000,126.91780760000000
397,SK에너지,은평뉴타운주유소,서울,은평구,서울 은평구 통일로 924 (불광동),1704,1665,1,1,0,1,0,0,37.62529770000000,126.92040310000000
398,GS칼텍스,성원이앤에스(주)은평지점,서울,은평구,서울 은평구 통일로 968 (진관동),1704,1665,1,1,0,0,0,0,37.62923200000000,126.91970400000000
399,SK에너지,박석고개주유소,서울,은평구,서울 은평구 통일로 945 (갈현동),1704,1665,1,1,0,0,0,1,37.62154100000000,126.91357800000000
400,S-OIL,뉴타운셀프주유소,서울,은평구,서울 은평구 통일로 1031,1735,1675,1,0,0,0,0,0,37.64347430000000,126.91737150000000
401,자가상표,코끼리주유소,서울,은평구,서울 은평구 서오릉로 41 (녹번동),1798,1698,0,1,0,0,0,0,37.60327380000000,126.92941930000000
402,현대오일뱅크,HD현대오일뱅크㈜직영 재동주유소,서울,종로구,서울 종로구 율곡로 58 (경운동),1729,1648,1,0,0,0,0,0,37.57520130000000,126.98642070000000
403,SK에너지,자하문주유소,서울,종로구,서울 종로구 자하문로 248 (부암동),1839,1799,1,1,0,0,0,0,37.59274800000000,126.96640180000000
404,S-OIL,안풍주유소,서울,종로구,서울 종로구 자하문로 303,1839,1799,0,1,0,0,0,0,37.59920640000000,126.95914450000000
405,현대오일뱅크,㈜지에스이앤알 평창주유소,서울,종로구,서울 종로구 평창문화로 135 (평창동),1890,1795,1,1,0,0,0,0,37.60973520000000,126.97451300000000
406,S-OIL,구도일주유소특종,서울,종로구,서울 종로구 평창문화로 90 (평창동),1890,1860,0,1,0,0,0,0,37.60668980000000,126.97109880000000
407,SK에너지,(주)중앙에너비스 혜화주유소,서울,종로구,서울 종로구 창경궁로35길 1,2317,2217,0,0,0,0,0,0,37.58608359999999,127.00106840000000
408,SK에너지,SK북악주유소,서울,종로구,서울 종로구 평창문화로 137,2348,2248,0,1,0,0,0,0,37.60986360000000,126.97489820000000
409,GS칼텍스,(주)대양씨앤씨 사직주유소,서울,종로구,서울 종로구 사직로 65 (사직동),2370,2260,0,0,0,0,0,0,37.57450530000000,126.96660690000000
410,GS칼텍스,경복궁주유소,서울,종로구,서울 종로구 율곡로 6 (중학동),2370,2260,0,0,0,0,0,0,37.57531260000000,126.97967750000000
411,S-OIL,다산주유소,서울,중구,서울 중구 다산로 233,1639,1539,1,0,0,0,0,0,37.56394080000000,127.01568310000000
412,SK에너지,약수주유소,서울,중구,서울 중구 다산로 173,1639,1539,1,1,0,1,0,1,37.55902580000000,127.01266140000000
413,알뜰주유소,세화주유소,서울,중구,서울 중구 왕십리로 403,1758,1678,0,1,0,1,0,1,37.56473090000000,127.02552750000000
414,S-OIL,장충드림주유소,서울,중구,서울 중구 동호로 296,1765,1695,1,1,0,0,0,0,37.56085030000000,127.00341820000000
415,현대오일뱅크,HD현대오일뱅크㈜직영 장원주유소,서울,중구,서울 중구 동호로 203 (신당동),1888,1848,0,0,0,0,0,0,37.55601230000000,127.00929220000000
416,SK에너지,SK에너지(주) 퇴계로주유소,서울,중구,서울 중구 퇴계로 228 (필동2가),1954,1954,0,0,0,0,0,0,37.55877340000000,126.99472090000000
417,SK에너지,장충주유소,서울,중구,서울 중구 장충단로 202 (장충동1가),2058,2019,0,1,0,0,0,1,37.56097630000000,127.00758090000000
418,SK에너지,신당동주유소,서울,중구,서울 중구 다산로 242 (신당동),2098,2088,0,1,0,0,0,1,37.56460220000000,127.01641000000000
419,GS칼텍스,필동주유소,서울,중구,서울 중구 퇴계로 196 (필동2가),2469,2429,0,0,0,0,0,1,37.55877340000000,126.99472090000000
420,SK에너지,서남주유소,서울,중구,서울 중구 통일로 30,2700,2690,0,1,0,0,0,1,37.55837490000000,126.97209390000000
421,S-OIL,구도일주유소 동천,서울,중랑구,서울 중랑구 동일로 654 (면목동),1647,1577,1,1,0,0,0,0,37.58907340000000,127.08024470000000
422,현대오일뱅크,(주)자연에너지 대창주유소,서울,중랑구,서울 중랑구 동일로 636 (면목동),1647,1577,1,0,0,0,0,0,37.58720690000000,127.08021700000000
423,GS칼텍스,대원주유소,서울,중랑구,서울 중랑구 동일로 600,1647,1577,1,1,0,0,0,0,37.58403330000000,127.08010820000000
424,SK에너지,면목SELF주유소,서울,중랑구,서울 중랑구 동일로 627 (면목동),1647,1577,1,1,0,1,0,0,37.58634980000000,127.07958850000000
425,GS칼텍스,대양주유소,서울,중랑구,서울 중랑구 봉우재로 105 (상봉동),1647,1577,1,1,0,0,0,0,37.59259210000000,127.08487880000000
426,S-OIL,오천만주유소,서울,중랑구,서울 중랑구 동일로 547 (면목동),1657,1577,1,1,0,0,0,0,37.57912240000000,127.07933110000000
427,GS칼텍스,우림주유소,서울,중랑구,서울 중랑구 용마산로 487 (망우제3동),1667,1597,1,1,0,0,0,0,37.59233180000000,127.09910540000000
428,S-OIL,(주)태영 구도일주유소 한인,서울,중랑구,서울 중랑구 망우로 170 (상봉동),1677,1607,1,1,0,1,0,0,37.59246550000000,127.07190800000000
429,S-OIL,(주)기지에너지,서울,중랑구,서울 중랑구 용마산로 716 (신내동),1689,1619,0,0,0,0,0,0,37.61762840000000,127.09438090000000
430,SK에너지,신내주유소,서울,중랑구,서울 중랑구 용마산로 705 (신내동),1698,1632,1,1,0,0,0,0,37.61712500000000,127.09589620000000
431,S-OIL,범아주유소,서울,중랑구,서울 중랑구 동일로 881 (묵동),1698,1638,0,1,0,1,0,0,37.60931110000000,127.07767250000000
432,SK에너지,용마로주유소,서울,중랑구,서울 중랑구 용마산로 309 (면목동),1758,1688,1,1,0,0,0,0,37.57987770000000,127.09218190000000
433,SK에너지,신일셀프주유소,서울,중랑구,서울 중랑구 상봉로 58 (망우동),1759,1698,1,1,0,1,0,1,37.59094190000000,127.09380660000000
